"filename", "language", "HTML", "XML", "Markdown", "CSS", "JavaScript", "comment", "blank", "total"
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/Body/Main.css", "CSS", 0, 0, 0, 4, 0, 0, 0, 4
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/Body/ToolsMenu.css", "CSS", 0, 0, 0, 28, 0, 0, 10, 38
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/CreateProject/Button.css", "CSS", 0, 0, 0, 34, 0, 0, 12, 46
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/CreateProject/Menu.css", "CSS", 0, 0, 0, 51, 0, 3, 22, 76
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/Footer/Main.css", "CSS", 0, 0, 0, 15, 0, 0, 7, 22
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/General.css", "CSS", 0, 0, 0, 33, 0, 0, 11, 44
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/Header/Button.css", "CSS", 0, 0, 0, 25, 0, 0, 9, 34
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/Header/Main.css", "CSS", 0, 0, 0, 20, 0, 0, 7, 27
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/Header/Zoom.css", "CSS", 0, 0, 0, 35, 0, 0, 18, 53
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/Project/Canvas.css", "CSS", 0, 0, 0, 16, 0, 0, 6, 22
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/Project/GeneralElements.css", "CSS", 0, 0, 0, 18, 0, 0, 5, 23
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/Style/Variables.css", "CSS", 0, 0, 0, 13, 0, 0, 4, 17
"/home/alvaro/Documents/AyalaTasks/Webs/EditingImages/index.html", "HTML", 109, 0, 0, 0, 0, 4, 41, 154
"Total", "-", 109, 10, 2, 403, 301, 28, 303, 1156
